threads,size, sddm_time, diag_max_time, create_time, b_min_reduce_time, b_min_critical_time, b_min_tree_time
8,8, 0.00335421385, 2.9909998499999995e-06, 2.4385e-06, 2.36555015e-06, 1.1024599949999999e-05, 0.00017536384999999999
8,16, 0.00362898475, 3.427589995000001e-05, 2.935e-06, 2.7225e-06, 5.4653100000000014e-05, 0.00019451925000000002
8,32, 0.0025958649000000006, 3.1145499000000006e-06, 3.7140001000000003e-06, 3.0625502e-06, 0.00011291670000000001, 0.00017497245000000004
8,64, 0.0031765591000000003, 3.13155005e-06, 5.85505015e-06, 3.824549850000001e-06, 0.00039945369999999994, 0.00047797115000000005
8,128, 0.0016573162, 2.9375501500000003e-06, 1.280615e-05, 7.588500000000001e-06, 0.0016372204999999997, 0.0017072754500000002
8,256, 0.00019079210000000002, 4.727050050000002e-06, 5.66757e-05, 4.19851e-05, 0.005873227799999999, 0.005925617449999999
8,512, 0.00031185125, 4.700150000000001e-06, 0.00026786035, 0.00011608414999999999, 0.023499492500000004, 0.0236438575
8,1024, 0.0010125364999999998, 6.543549999999999e-06, 0.0009072800499999997, 0.0005572243500000001, 0.09356571449999998, 0.093945258
